,Team,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Arena,Attend.,Attend./G,Year
1030,Portland Trail Blazers,41,41,40,42,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.275,0.322,0.559,0.52,12.5,23.0,0.214,Moda Center,792029.0,19318.0,2017
1031,Atlanta Hawks,43,39,39,43,-0.85,-0.38,-1.23,104.9,105.7,-0.8,97.4,0.295,0.309,0.541,0.504,14.2,23.6,0.215,Philips Arena,654306.0,15959.0,2017
1032,Detroit Pistons,37,45,38,44,-1.12,-0.17,-1.29,106.0,107.1,-1.1,95.0,0.218,0.263,0.521,0.492,10.9,24.1,0.157,The Palace of Auburn Hills,655141.0,15979.0,2017
1033,Minnesota Timberwolves,31,51,38,44,-1.11,0.47,-0.64,110.8,112.0,-1.2,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,Target Center,607203.0,14810.0,2017
1034,New Orleans Pelicans,34,48,35,47,-2.1,0.41,-1.69,105.2,107.4,-2.2,98.0,0.256,0.308,0.539,0.504,11.7,18.5,0.192,Smoothie King Center,663099.0,16173.0,2017
1035,Dallas Mavericks,33,49,33,49,-2.93,0.4,-2.53,105.6,108.8,-3.2,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,American Airlines Center,811366.0,19789.0,2017
1036,New York Knicks,31,51,31,51,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96.0,0.239,0.279,0.534,0.496,12.4,26.6,0.188,Madison Square Garden (IV),810741.0,19774.0,2017
1037,Sacramento Kings,32,50,31,51,-3.88,0.58,-3.29,107.3,111.3,-4.0,94.9,0.284,0.291,0.556,0.516,13.7,21.0,0.22,Golden 1 Center,721928.0,17608.0,2017
1038,Phoenix Suns,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,0.493,13.4,26.0,0.231,Talking Stick Resort Arena,708639.0,17134.0,2017
1039,Philadelphia 76ers,28,54,26,56,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,Wells Fargo Center,710557.0,17331.0,2017
1040,Brooklyn Nets,20,62,24,58,-6.73,-0.01,-6.74,104.1,110.7,-6.6,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,Barclays Center,632608.0,15429.0,2017
1041,Orlando Magic,29,53,24,58,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,Amway Center,727875.0,17753.0,2017
1042,Los Angeles Lakers,26,56,24,58,-6.88,0.58,-6.29,106.0,113.0,-7.0,98.5,0.259,0.295,0.537,0.501,13.5,25.0,0.195,STAPLES Center,776917.0,18949.0,2017
1043,Houston Rockets,65,17,61,21,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,Toyota Center,732722.0,17871.0,2018
1044,Toronto Raptors,59,23,60,22,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,Air Canada Centre,813431.0,19840.0,2018
1045,Golden State Warriors,58,24,56,26,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,0.569,14.1,21.0,0.195,Oracle Arena,803436.0,19596.0,2018
1046,Utah Jazz,48,34,53,29,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,Vivint Smart Home Arena,734806.0,17922.0,2018
1047,Philadelphia 76ers,52,30,53,29,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,Wells Fargo Center,833503.0,20361.0,2018
1048,Boston Celtics,55,27,51,31,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.243,0.357,0.552,0.518,13.0,21.5,0.188,TD Garden,763584.0,18624.0,2018
1049,Oklahoma City Thunder,48,34,50,32,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,Chesapeake Energy Arena,746322.0,18203.0,2018
1050,San Antonio Spurs,47,35,49,33,2.89,0.0,2.89,107.9,104.8,3.1,95.0,0.245,0.282,0.543,0.507,12.2,23.7,0.189,AT&T Center,754562.0,18404.0,2018
1051,Portland Trail Blazers,49,33,48,34,2.6,0.0,2.6,109.1,106.4,2.7,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,Moda Center,795750.0,19409.0,2018
1052,Minnesota Timberwolves,47,35,47,35,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.261,0.566,0.523,11.4,24.4,0.225,Target Center,699308.0,17056.0,2018
1053,Denver Nuggets,46,36,45,37,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.258,0.357,0.57,0.536,13.4,25.7,0.198,Pepsi Center,702796.0,17141.0,2018
1054,Indiana Pacers,48,34,45,37,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.222,0.284,0.557,0.525,12.3,22.7,0.173,Bankers Life Fieldhouse,658119.0,16052.0,2018
1055,New Orleans Pelicans,48,34,44,38,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,Smoothie King Center,673920.0,16437.0,2018
1056,Cleveland Cavaliers,50,32,43,39,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,Quicken Loans Arena,843042.0,20562.0,2018
1057,Washington Wizards,43,39,43,39,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,Capital One Arena,739302.0,18032.0,2018
1058,Miami Heat,44,38,42,40,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,AmericanAirlines Arena,804850.0,19630.0,2018
1059,Charlotte Hornets,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,Spectrum Center,671404.0,16376.0,2018
1060,Los Angeles Clippers,42,40,41,41,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,STAPLES Center,697812.0,17020.0,2018
1061,Detroit Pistons,39,43,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,Little Caesars Arena,713945.0,17413.0,2018
1062,Milwaukee Bucks,44,38,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.281,0.297,0.571,0.531,12.9,20.4,0.22,BMO Harris Bradley Center,685303.0,16856.0,2018
1063,Los Angeles Lakers,35,47,37,45,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,0.264,0.329,0.548,0.517,13.8,23.6,0.188,STAPLES Center,776327.0,18935.0,2018
1064,Dallas Mavericks,24,58,33,49,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.217,0.382,0.544,0.513,11.6,18.0,0.166,American Airlines Center,811453.0,19792.0,2018
1065,New York Knicks,29,53,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,Madison Square Garden (IV),792608.0,19332.0,2018
1066,Brooklyn Nets,28,54,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.411,0.551,0.514,13.6,21.0,0.201,Barclays Center,640010.0,15376.0,2018
1067,Orlando Magic,25,57,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.238,0.342,0.545,0.512,13.3,20.0,0.18,Amway Center,734531.0,17915.0,2018
1068,Atlanta Hawks,24,58,27,55,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.236,0.363,0.547,0.512,14.1,21.1,0.185,Philips Arena,590769.0,14409.0,2018
1069,Memphis Grizzlies,22,60,25,57,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,0.255,0.317,0.539,0.5,14.0,22.4,0.201,FedEx Forum,653863.0,15948.0,2018
1070,Chicago Bulls,27,55,23,59,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.216,0.35,0.529,0.497,12.6,20.6,0.164,United Center,851824.0,20776.0,2018
1071,Sacramento Kings,27,55,23,59,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,Golden 1 Center,714680.0,17431.0,2018
1072,Phoenix Suns,21,61,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,Talking Stick Resort Arena,690576.0,16843.0,2018
1073,Milwaukee Bucks,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.197,Fiserv Forum,721692.0,17602.0,2019
1074,Golden State Warriors,57,25,56,26,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,0.565,12.6,22.5,0.182,Oracle Arena,803436.0,19596.0,2019
1075,Toronto Raptors,58,24,56,26,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,Scotiabank Arena,812822.0,19825.0,2019
1076,Utah Jazz,50,32,54,28,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,Vivint Smart Home Arena,750546.0,18306.0,2019
1077,Houston Rockets,53,29,53,29,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.279,0.519,0.581,0.542,12.0,22.8,0.221,Toyota Center,740392.0,18058.0,2019
1078,Boston Celtics,49,33,52,30,4.44,-0.54,3.9,112.2,107.8,4.4,99.6,0.215,0.381,0.567,0.534,11.5,21.6,0.173,TD Garden,763584.0,18624.0,2019
1079,Portland Trail Blazers,53,29,51,31,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,Moda Center,799345.0,19496.0,2019
1080,Denver Nuggets,54,28,51,31,3.95,0.24,4.19,113.0,108.9,4.1,97.7,0.232,0.348,0.558,0.527,11.9,26.6,0.175,Pepsi Center,756457.0,18450.0,2019
1081,Indiana Pacers,48,34,50,32,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,Bankers Life Fieldhouse,689310.0,16812.0,2019
1082,Oklahoma City Thunder,49,33,50,32,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.347,0.545,0.514,11.7,26.0,0.19,Chesapeake Energy Arena,746323.0,18203.0,2019
1083,Philadelphia 76ers,51,31,48,34,2.7,-0.44,2.25,112.6,110.0,2.6,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,Wells Fargo Center,838342.0,20447.0,2019
1084,San Antonio Spurs,48,34,45,37,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.286,0.572,0.534,11.0,21.0,0.194,AT&T Center,750616.0,18308.0,2019
1085,Los Angeles Clippers,48,34,43,39,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,0.529,12.7,22.0,0.258,STAPLES Center,710327.0,17325.0,2019
1086,Orlando Magic,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.216,0.36,0.55,0.518,11.9,22.0,0.168,Amway Center,720024.0,17431.0,2019
1087,Brooklyn Nets,42,40,41,41,-0.07,-0.33,-0.4,109.6,109.7,-0.1,100.8,0.284,0.403,0.556,0.52,13.0,23.8,0.211,Barclays Center,612597.0,14941.0,2019
1088,Detroit Pistons,41,41,40,42,-0.24,-0.31,-0.56,109.0,109.2,-0.2,97.4,0.262,0.394,0.544,0.509,12.3,24.8,0.195,Little Caesars Arena,675963.0,16487.0,2019
1089,Miami Heat,39,43,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,AmericanAirlines Arena,805264.0,19641.0,2019
1090,Sacramento Kings,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,Golden 1 Center,700975.0,17097.0,2019
1091,Charlotte Hornets,39,43,38,44,-1.1,-0.22,-1.32,111.4,112.5,-1.1,98.7,0.257,0.378,0.554,0.514,10.9,21.7,0.205,Spectrum Center,676570.0,16502.0,2019
1092,New Orleans Pelicans,33,49,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,Smoothie King Center,656183.0,16004.0,2019
1093,Dallas Mavericks,33,49,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.291,0.422,0.555,0.519,12.7,22.7,0.216,American Airlines Center,820569.0,20014.0,2019
1094,Minnesota Timberwolves,36,46,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,Target Center,627543.0,15306.0,2019
1095,Los Angeles Lakers,37,45,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.257,0.342,0.554,0.527,13.4,22.2,0.18,STAPLES Center,778877.0,18997.0,2019
1096,Memphis Grizzlies,33,49,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.548,0.508,12.9,20.0,0.21,FedEx Forum,638332.0,15569.0,2019
1097,Washington Wizards,32,50,34,48,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.266,0.37,0.567,0.531,12.3,21.3,0.204,Capital One Arena,716996.0,17448.0,2019
1098,Atlanta Hawks,29,53,27,55,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,0.255,0.403,0.555,0.522,14.3,24.7,0.192,State Farm Arena,628440.0,15328.0,2019
1099,Chicago Bulls,22,60,21,61,-8.41,0.1,-8.32,104.8,113.2,-8.4,99.0,0.235,0.295,0.541,0.505,12.7,19.4,0.184,United Center,823475.0,20085.0,2019
1100,New York Knicks,17,65,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.334,0.529,0.49,12.4,22.1,0.205,Madison Square Garden (IV),779087.0,19002.0,2019
1101,Phoenix Suns,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,Talking Stick Resort Arena,627023.0,15293.0,2019
1102,Cleveland Cavaliers,19,63,19,63,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,0.236,0.332,0.54,0.503,12.2,23.7,0.187,Quicken Loans Arena,793337.0,19350.0,2019
1103,Milwaukee Bucks,56,17,57,16,10.08,-0.67,9.41,112.4,102.9,9.5,105.1,0.271,0.428,0.583,0.552,12.9,20.7,0.201,Fiserv Forum,549036.0,17711.0,2020
1104,Boston Celtics,48,24,50,22,6.31,-0.47,5.83,113.3,107.0,6.3,99.5,0.259,0.386,0.57,0.531,12.2,23.9,0.207,TD Garden,610864.0,19090.0,2020
1105,Los Angeles Clippers,49,23,50,22,6.44,0.21,6.66,113.9,107.6,6.3,101.5,0.295,0.375,0.577,0.535,12.6,23.5,0.233,STAPLES Center,610176.0,19068.0,2020
1106,Toronto Raptors,53,19,50,22,6.24,-0.26,5.97,111.1,105.0,6.1,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,Scotiabank Arena,633456.0,19796.0,2020
1107,Los Angeles Lakers,52,19,48,23,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,STAPLES Center,588907.0,18997.0,2020
1108,Dallas Mavericks,43,32,49,26,4.95,-0.07,4.87,116.7,111.7,5.0,99.3,0.264,0.457,0.581,0.545,11.2,23.2,0.206,American Airlines Center,682096.0,20062.0,2020
1109,Miami Heat,44,29,43,30,2.95,-0.35,2.59,112.5,109.5,3.0,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,AmericanAirlines Arena,629771.0,19680.0,2020
1110,Houston Rockets,44,28,42,30,2.96,0.17,3.13,112.9,110.1,2.8,103.7,0.288,0.501,0.578,0.537,12.6,21.0,0.228,Toyota Center,578458.0,18077.0,2020
1111,Utah Jazz,44,28,42,30,2.47,0.05,2.52,112.3,109.9,2.4,98.6,0.268,0.414,0.585,0.549,13.7,21.6,0.208,Vivint Smart Home Arena,567486.0,18306.0,2020
1112,Philadelphia 76ers,43,30,42,31,2.38,-0.13,2.25,111.3,109.0,2.3,99.0,0.255,0.36,0.566,0.534,12.7,23.9,0.193,Wells Fargo Center,639491.0,20629.0,2020
1113,Denver Nuggets,46,27,41,32,2.11,0.24,2.35,113.1,111.0,2.1,97.1,0.235,0.344,0.567,0.535,12.3,24.8,0.183,Pepsi Center,633153.0,19186.0,2020
1114,Indiana Pacers,45,28,41,32,1.96,-0.33,1.63,110.0,108.0,2.0,98.9,0.216,0.317,0.565,0.534,12.0,20.0,0.17,Bankers Life Fieldhouse,529002.0,16531.0,2020
1115,Oklahoma City Thunder,44,28,41,31,1.99,0.34,2.33,110.8,108.8,2.0,98.8,0.29,0.353,0.573,0.53,12.4,19.3,0.231,Chesapeake Energy Arena,600699.0,18203.0,2020
1116,Phoenix Suns,34,39,37,36,0.22,0.35,0.56,111.7,111.4,0.3,101.3,0.271,0.361,0.576,0.532,13.0,22.2,0.226,Talking Stick Resort Arena,550633.0,15606.0,2020
1117,Brooklyn Nets,35,37,35,37,-0.57,-0.44,-1.01,108.9,109.5,-0.6,101.4,0.267,0.423,0.554,0.52,13.1,23.2,0.199,Barclays Center,524907.0,16403.0,2020
1118,Orlando Magic,33,40,34,39,-1.01,0.09,-0.93,108.5,109.5,-1.0,98.6,0.256,0.364,0.544,0.506,11.5,22.3,0.198,Amway Center,529870.0,17093.0,2020
1119,San Antonio Spurs,32,39,33,38,-1.11,0.46,-0.65,112.4,113.5,-1.1,100.5,0.262,0.318,0.572,0.531,11.2,20.1,0.212,AT&T Center,550515.0,18351.0,2020
1120,Memphis Grizzlies,34,39,34,39,-1.07,0.16,-0.91,109.2,110.3,-1.1,102.8,0.24,0.346,0.561,0.528,13.2,23.0,0.183,FedEx Forum,523297.0,15857.0,2020
1121,Portland Trail Blazers,35,39,34,40,-1.15,0.54,-0.61,113.7,114.8,-1.1,100.7,0.242,0.374,0.57,0.533,11.2,22.4,0.194,Moda Center,628303.0,19634.0,2020
1122,New Orleans Pelicans,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,0.256,0.403,0.568,0.539,13.9,24.2,0.186,Smoothie King Center,528172.0,16505.0,2020
1123,Sacramento Kings,31,41,31,41,-2.04,0.46,-1.59,110.2,112.2,-2.0,98.9,0.23,0.395,0.566,0.534,13.0,21.9,0.177,Golden 1 Center,520663.0,16796.0,2020
1124,Chicago Bulls,22,43,26,39,-3.08,-0.93,-4.0,106.7,109.8,-3.1,99.7,0.231,0.396,0.547,0.515,13.7,22.8,0.175,United Center,639352.0,18804.0,2020
1125,Detroit Pistons,20,46,26,40,-3.56,-0.82,-4.38,109.0,112.7,-3.7,97.6,0.261,0.381,0.561,0.529,13.8,22.6,0.194,Little Caesars Arena,509469.0,15294.0,2020
1126,Minnesota Timberwolves,19,45,24,40,-4.3,0.28,-4.02,108.1,112.2,-4.1,103.4,0.277,0.433,0.551,0.514,13.0,22.1,0.209,Target Center,482112.0,15066.0,2020
1127,Washington Wizards,25,47,26,46,-4.67,-0.57,-5.24,110.9,115.5,-4.6,102.7,0.27,0.358,0.562,0.523,12.2,22.2,0.213,Capital One Arena,532702.0,16647.0,2020
1128,New York Knicks,21,45,20,46,-6.45,-0.26,-6.72,106.5,113.0,-6.5,98.6,0.263,0.318,0.531,0.501,12.6,25.8,0.182,Madison Square Garden (IV),620789.0,18812.0,2020
1129,Charlotte Hornets,23,42,19,46,-6.75,-0.28,-7.03,106.3,113.3,-7.0,95.8,0.252,0.399,0.539,0.504,13.3,23.9,0.188,Spectrum Center,478591.0,15428.0,2020
1130,Atlanta Hawks,20,47,18,49,-7.97,0.27,-7.71,107.2,114.8,-7.6,103.0,0.258,0.398,0.554,0.515,13.8,21.6,0.204,State Farm Arena,545453.0,16043.0,2020
1131,Cleveland Cavaliers,19,46,18,47,-7.89,0.12,-7.77,107.5,115.4,-7.9,98.7,0.227,0.362,0.553,0.522,14.6,24.6,0.172,Quicken Loans Arena,643008.0,17861.0,2020
1132,Golden State Warriors,15,50,16,49,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,0.264,0.355,0.54,0.497,13.2,21.5,0.212,Chase Center,614176.0,18064.0,2020
